customer_id,promotion_date,treatment_control
1555997,4/22/20,treatment
1537227,4/22/20,treatment
1541542,4/22/20,treatment
1540847,4/22/20,treatment
1553502,4/22/20,treatment
1554750,4/22/20,control
1541920,4/22/20,treatment
1556033,4/22/20,treatment
1545780,4/22/20,treatment
1538221,4/22/20,treatment
1541173,4/22/20,treatment
1534921,4/22/20,control
1551977,4/22/20,control
1542253,4/22/20,treatment
1554906,4/22/20,treatment
1546490,4/22/20,treatment
1538132,4/22/20,treatment
1553365,4/22/20,treatment
1551999,4/22/20,treatment
1542589,4/22/20,control
1537301,4/22/20,control
1556688,4/22/20,treatment
1544167,4/22/20,treatment
1549905,4/22/20,treatment
1548484,4/22/20,treatment
1555689,4/22/20,treatment
1549243,4/22/20,treatment
1537056,4/22/20,control
1556689,4/22/20,control
1551043,4/22/20,control
1538996,4/22/20,control
1547770,4/22/20,treatment
1555082,4/22/20,treatment
1542859,4/22/20,treatment
1552960,4/22/20,treatment
1538998,4/22/20,control
1534165,4/22/20,treatment
1550919,4/22/20,treatment
1536618,4/22/20,treatment
1533859,4/22/20,treatment
1555141,4/22/20,treatment
1548880,4/22/20,treatment
1557056,4/22/20,treatment
1539312,4/22/20,treatment
1546479,4/22/20,treatment
1549651,4/22/20,treatment
1544927,4/22/20,treatment
1555173,4/22/20,treatment
1531417,4/22/20,control
1539844,4/22/20,treatment
1547187,4/22/20,treatment
1547633,4/22/20,treatment
1533986,4/22/20,treatment
1536041,4/22/20,treatment
1544289,4/22/20,treatment
1551009,4/22/20,treatment
1543362,4/22/20,treatment
1543446,4/22/20,treatment
1546313,4/22/20,treatment
1533592,4/22/20,treatment
1543415,4/22/20,treatment
1534198,4/22/20,treatment
1551419,4/22/20,treatment
1535723,4/22/20,treatment
1550792,4/22/20,control
1554905,4/22/20,treatment
1549543,4/22/20,treatment
1550981,4/22/20,treatment
1532522,4/22/20,treatment
1548377,4/22/20,treatment
1537484,4/22/20,treatment
1553507,4/22/20,treatment
1552273,4/22/20,treatment
1553258,4/22/20,treatment
1544427,4/22/20,treatment
1532659,4/22/20,treatment
1546570,4/22/20,treatment
1548768,4/22/20,treatment
1541550,4/22/20,control
1557048,4/22/20,treatment
1537191,4/22/20,treatment
1540298,4/22/20,treatment
1544963,4/22/20,treatment
1536459,4/22/20,treatment
1537948,4/22/20,treatment
1538741,4/22/20,treatment
1548900,4/22/20,treatment
1539753,4/22/20,treatment
1557312,4/22/20,treatment
1548143,4/22/20,treatment
1556554,4/22/20,treatment
1549855,4/22/20,treatment
1549492,4/22/20,treatment
1555916,4/22/20,treatment
1537396,4/22/20,treatment
1541841,4/22/20,treatment
1550955,4/22/20,treatment
1556797,4/22/20,treatment
1542210,4/22/20,treatment
1544722,4/22/20,treatment
1544619,4/22/20,treatment
1539824,4/22/20,treatment
1542245,4/22/20,treatment
1546641,4/22/20,treatment
1549513,4/22/20,treatment
1544984,4/22/20,treatment
1538042,4/22/20,treatment
1537098,4/22/20,treatment
1534654,4/22/20,treatment
1551432,4/22/20,treatment
1541713,4/22/20,control
1548580,4/22/20,treatment
1535408,4/22/20,treatment
1541595,4/22/20,treatment
1552226,4/22/20,treatment
1553727,4/22/20,treatment
1538939,4/22/20,treatment
1535200,4/22/20,treatment
1555197,4/22/20,treatment
1546038,4/22/20,treatment
1534264,4/22/20,treatment
1542726,4/22/20,treatment
1538045,4/22/20,treatment
1545134,4/22/20,treatment
1556595,4/22/20,treatment
1537436,4/22/20,treatment
1543172,4/22/20,treatment
1544213,4/22/20,treatment
1531398,4/22/20,treatment
1532775,4/22/20,treatment
1549658,4/22/20,treatment
1555450,4/22/20,treatment
1535823,4/22/20,treatment
1553060,4/22/20,treatment
1541121,4/22/20,treatment
1542294,4/22/20,control
1541861,4/22/20,treatment
1549759,4/22/20,treatment
1540700,4/22/20,treatment
1539139,4/22/20,treatment
1537651,4/22/20,treatment
1550033,4/22/20,treatment
1534897,4/22/20,treatment
1543584,4/22/20,control
1547788,4/22/20,treatment
1536372,4/22/20,treatment
1534017,4/22/20,treatment
1552992,4/22/20,control
1550583,4/22/20,treatment
1534062,4/22/20,treatment
1541499,4/22/20,treatment
1533327,4/22/20,treatment
1540378,4/22/20,treatment
1546600,4/22/20,treatment
1543983,4/22/20,treatment
1550025,4/22/20,treatment
1546003,4/22/20,treatment
1537237,4/22/20,control
1541241,4/22/20,treatment
1536841,4/22/20,treatment
1550836,4/22/20,treatment
1545015,4/22/20,treatment
1545609,4/22/20,treatment
1550818,4/22/20,treatment
1540982,4/22/20,treatment
1534837,4/22/20,treatment
1541131,4/22/20,treatment
1550664,4/22/20,treatment
1552215,4/22/20,treatment
1555214,4/22/20,treatment
1535847,4/22/20,treatment
1555219,4/22/20,treatment
1537691,4/22/20,treatment
1554626,4/22/20,treatment
1533906,4/22/20,treatment
1541948,4/22/20,treatment
1543614,4/22/20,treatment
1540193,4/22/20,treatment
1553142,4/22/20,treatment
1542911,4/22/20,treatment
1548995,4/22/20,treatment
1543729,4/22/20,treatment
1550137,4/22/20,treatment
1547673,4/22/20,treatment
1535773,4/22/20,treatment
1552644,4/22/20,treatment
1539179,4/22/20,treatment
1552427,4/22/20,treatment
1549348,4/22/20,treatment
1550107,4/22/20,treatment
1531648,4/22/20,treatment
1548570,4/22/20,treatment
1556928,4/22/20,treatment
1534370,4/22/20,treatment
1546713,4/22/20,treatment
1541675,4/22/20,treatment
1554216,4/22/20,treatment
1548120,4/22/20,control
1557380,4/22/20,treatment
1554769,4/22/20,treatment
1544079,4/22/20,treatment
1534006,4/22/20,treatment
1555308,4/22/20,treatment
1541745,4/22/20,treatment
1542207,4/22/20,treatment
1553384,4/22/20,treatment
1552755,4/22/20,treatment
1552755,4/22/20,treatment
1554907,4/22/20,treatment
1532706,4/22/20,treatment
1533100,4/22/20,treatment
1551076,4/22/20,treatment
1555064,4/22/20,treatment
1548076,4/22/20,treatment
1555359,4/22/20,treatment
1555902,4/22/20,treatment
1548470,4/22/20,treatment
1547932,4/22/20,treatment
1546066,4/22/20,control
1548599,4/22/20,control
1539064,4/22/20,treatment
1538276,4/22/20,treatment
1536886,4/22/20,treatment
1549856,4/22/20,treatment
1549084,4/22/20,treatment
1554293,4/22/20,treatment
1552563,4/22/20,treatment
1544370,4/22/20,treatment
1552785,4/22/20,treatment
1533878,4/22/20,treatment
1555320,4/22/20,treatment
1544022,4/22/20,treatment
1550902,4/22/20,treatment
1535752,4/22/20,treatment
1534308,4/22/20,treatment
1544842,4/22/20,treatment
1536381,4/22/20,treatment
1555205,4/22/20,treatment
1545637,4/22/20,treatment
1534247,4/22/20,treatment
1551627,4/22/20,treatment
1536781,4/22/20,treatment
1547348,4/22/20,treatment
1554753,4/22/20,treatment
1553232,4/22/20,treatment
1556921,4/22/20,treatment
1555696,4/22/20,treatment
1555072,4/22/20,treatment
1541509,4/22/20,treatment
1551583,4/22/20,treatment
1538963,4/22/20,treatment
1542709,4/22/20,treatment
1553829,4/22/20,treatment
1557413,4/22/20,control
1538758,4/22/20,control
1550279,4/22/20,treatment
1546118,4/22/20,treatment
1531446,4/22/20,treatment
1554244,4/22/20,treatment
1534828,4/22/20,treatment
1534828,4/22/20,treatment
1539851,4/22/20,treatment
1550816,4/22/20,treatment
1540004,4/22/20,control
1544311,4/22/20,treatment
1553895,4/22/20,treatment
1537526,4/22/20,treatment
1545616,4/22/20,treatment
1535138,4/22/20,treatment
1555400,4/22/20,treatment
1540256,4/22/20,treatment
1540022,4/22/20,treatment
1545887,4/22/20,treatment
1542611,4/22/20,control
1538442,4/22/20,treatment
1540535,4/22/20,treatment
1546897,4/22/20,treatment
1541986,4/22/20,treatment
1543224,4/22/20,treatment
1537809,4/22/20,treatment
1537786,4/22/20,control
1541083,4/22/20,treatment
1545487,4/22/20,treatment
1538682,4/22/20,treatment
1541477,4/22/20,treatment
1535149,4/22/20,treatment
1534803,4/22/20,treatment
1553731,4/22/20,treatment
1557275,4/22/20,treatment
1545892,4/22/20,treatment
1545393,4/22/20,treatment
1553025,4/22/20,treatment
1551566,4/22/20,treatment
1555628,4/22/20,treatment
1531800,4/22/20,treatment
1535966,4/22/20,treatment
1543115,4/22/20,treatment
1536377,4/22/20,treatment
1540795,4/22/20,treatment
1533848,4/22/20,treatment
1531723,4/22/20,treatment
1532429,4/22/20,treatment
1534972,4/22/20,treatment
1549196,4/22/20,treatment
1535822,4/22/20,treatment
1544781,4/22/20,treatment
1553828,4/22/20,treatment
1549695,4/22/20,treatment
1555080,4/22/20,treatment
1547480,4/22/20,treatment
1545624,4/22/20,treatment
1552048,4/22/20,treatment
1550486,4/22/20,treatment
1546908,4/22/20,treatment
1543802,4/22/20,treatment
1538294,4/22/20,treatment
1532373,4/22/20,treatment
1552722,4/22/20,treatment
1536526,4/22/20,treatment
1533149,4/22/20,treatment
1547848,4/22/20,treatment
1550971,4/22/20,treatment
1552521,4/22/20,treatment
1539726,4/22/20,treatment
1549889,4/22/20,treatment
1550904,4/22/20,treatment
1554873,4/22/20,treatment
1546421,4/22/20,treatment
1554771,4/22/20,treatment
1545310,4/22/20,treatment
1556231,4/22/20,control
1545852,4/22/20,treatment
1547696,4/22/20,treatment
1552848,4/22/20,treatment
1531617,4/22/20,treatment
1539110,4/22/20,control
1542399,4/22/20,control
1548751,4/22/20,treatment
1531760,4/22/20,treatment
1545123,4/22/20,treatment
1543634,4/22/20,treatment
1534241,4/22/20,treatment
1550330,4/22/20,treatment
1548150,4/22/20,treatment
1544955,4/22/20,treatment
1543325,4/22/20,treatment
1545349,4/22/20,treatment
1534981,4/22/20,treatment
1554422,4/22/20,treatment
1551433,4/22/20,treatment
1556824,4/22/20,treatment
1547272,4/22/20,treatment
1557158,4/22/20,treatment
1546704,4/22/20,treatment
1553500,4/22/20,treatment
1557076,4/22/20,treatment
1556774,4/22/20,treatment
1537377,4/22/20,treatment
1540173,4/22/20,treatment
1554235,4/22/20,treatment
1552100,4/22/20,treatment
1539303,4/22/20,treatment
1538401,4/22/20,treatment
1552310,4/22/20,control
1553575,4/22/20,control
1549290,4/22/20,control
1531502,4/22/20,treatment
1551217,4/22/20,treatment
1536686,4/22/20,treatment
1550720,4/22/20,treatment
1543912,4/22/20,treatment
1543697,4/22/20,treatment
1546788,4/22/20,treatment
1550343,4/22/20,treatment
1534023,4/22/20,treatment
1532178,4/22/20,treatment
1541798,4/22/20,treatment
1556825,4/22/20,treatment
1554498,4/22/20,treatment
1546660,4/22/20,treatment
1541164,4/22/20,treatment
1546093,4/22/20,control
1543103,4/22/20,control
1532231,4/22/20,treatment
1549090,4/22/20,treatment
1540632,4/22/20,treatment
1538072,4/22/20,control
1552851,4/22/20,control
1544124,4/22/20,treatment
1547400,4/22/20,treatment
1535710,4/22/20,treatment
1534903,4/22/20,treatment
1556611,4/22/20,treatment
1552156,4/22/20,treatment
1539731,4/22/20,treatment
1554692,4/22/20,treatment
1550194,4/22/20,treatment
1532345,4/22/20,treatment
1531776,4/22/20,treatment
1543633,4/22/20,treatment
1541844,4/22/20,treatment
1540323,4/22/20,treatment
1556646,4/22/20,control
1545735,4/22/20,control
1534624,4/22/20,treatment
1552895,4/22/20,treatment
1550926,4/22/20,treatment
1540963,4/22/20,treatment
1554806,4/22/20,treatment
1545563,4/22/20,treatment
1534991,4/22/20,treatment
1554476,4/22/20,control
1535167,4/22/20,treatment
1531634,4/22/20,treatment
1542936,4/22/20,treatment
1539721,4/22/20,treatment
1541406,4/22/20,treatment
1534764,4/22/20,treatment
1553149,4/22/20,treatment
1556842,4/22/20,treatment
1533672,4/22/20,treatment
1535085,4/22/20,treatment
1534736,4/22/20,treatment
1531581,4/22/20,treatment
1537617,4/22/20,control
1555816,4/22/20,control
1542670,4/22/20,treatment
1547628,4/22/20,treatment
1555327,4/22/20,treatment
1541376,4/22/20,treatment
1537697,4/22/20,treatment
1543645,4/22/20,treatment
1555663,4/22/20,treatment
1538428,4/22/20,treatment
1551504,4/22/20,treatment
1539068,4/22/20,control
1550595,4/22/20,treatment
1547885,4/22/20,treatment
1541058,4/22/20,treatment
1552553,4/22/20,treatment
1554829,4/22/20,treatment
1549665,4/22/20,treatment
1533777,4/22/20,treatment
1538909,4/22/20,treatment
1552640,4/22/20,treatment
1536440,4/22/20,treatment
1548097,4/22/20,treatment
1537899,4/22/20,treatment
1544940,4/22/20,treatment
1532072,4/22/20,control
1542325,4/22/20,treatment
1548443,4/22/20,treatment
1547119,4/22/20,control
1548987,4/22/20,treatment
1541852,4/22/20,treatment
1549747,4/22/20,treatment
1538162,4/22/20,treatment
1541822,4/22/20,treatment
1552587,4/22/20,treatment
1534191,4/22/20,treatment
1556983,4/22/20,treatment
1531842,4/22/20,treatment
1535561,4/22/20,treatment
1533936,4/22/20,treatment
1534966,4/22/20,treatment
1549153,4/22/20,treatment
1543265,4/22/20,treatment
1546044,4/22/20,treatment
1542168,4/22/20,control
1549934,4/22/20,treatment
1556048,4/22/20,treatment
1557252,4/22/20,treatment
1546664,4/22/20,treatment
1532797,4/22/20,treatment
1545999,4/22/20,treatment
1552964,4/22/20,treatment
1545246,4/22/20,treatment
1537573,4/22/20,treatment
1552441,4/22/20,treatment
1539914,4/22/20,treatment
1535934,4/22/20,treatment
1540227,4/22/20,treatment
1536687,4/22/20,treatment
1548998,4/22/20,treatment
1545865,4/22/20,treatment
1548131,4/22/20,treatment
1536774,4/22/20,treatment
1557299,4/22/20,treatment
1547864,4/22/20,treatment
1544298,4/22/20,treatment
1540887,4/22/20,treatment
1532847,4/22/20,treatment
1542777,4/22/20,treatment
1552839,4/22/20,treatment
1540945,4/22/20,treatment
1552431,4/22/20,treatment
1550874,4/22/20,treatment
1545055,4/22/20,treatment
1540169,4/22/20,treatment
1544824,4/22/20,treatment
1542577,4/22/20,treatment
1533748,4/22/20,treatment
1537826,4/22/20,treatment
1556950,4/22/20,treatment
1534091,4/22/20,treatment
1536010,4/22/20,treatment
1552304,4/22/20,control
1545067,4/22/20,control
1544797,4/22/20,treatment
1543780,4/22/20,treatment
1557092,4/22/20,treatment
1555571,4/22/20,treatment
1531560,4/22/20,control
1543073,4/22/20,control
1533502,4/22/20,treatment
1549014,4/22/20,treatment
1540617,4/22/20,treatment
1534031,4/22/20,treatment
1540843,4/22/20,treatment
1538603,4/22/20,treatment
1548737,4/22/20,treatment
1534699,4/22/20,treatment
1554849,4/22/20,treatment
1553470,4/22/20,treatment
1549225,4/22/20,treatment
1541534,4/22/20,treatment
1551644,4/22/20,treatment
1543311,4/22/20,treatment
1549078,4/22/20,treatment
1544264,4/22/20,treatment
1531514,4/22/20,treatment
1545682,4/22/20,treatment
1538211,4/22/20,treatment
1533388,4/22/20,treatment
1531803,4/22/20,treatment
1537001,4/22/20,treatment
1537164,4/22/20,treatment
1542303,4/22/20,treatment
1544897,4/22/20,treatment
1552355,4/22/20,treatment
1534626,4/22/20,treatment
1542755,4/22/20,treatment
1546375,4/22/20,treatment
1551699,4/22/20,treatment
1551352,4/22/20,treatment
1555038,4/22/20,treatment
1554869,4/22/20,treatment
1541658,4/22/20,treatment
1546471,4/22/20,treatment
1546498,4/22/20,control
1537600,4/22/20,control
1556416,4/22/20,treatment
1540372,4/22/20,treatment
1541217,4/22/20,treatment
1539819,4/22/20,treatment
1539252,4/22/20,treatment
1539423,4/22/20,treatment
1554561,4/22/20,treatment
1557192,4/22/20,treatment
1538291,4/22/20,treatment
1548603,4/22/20,treatment
1534739,4/22/20,treatment
1552228,4/22/20,treatment
1545029,4/22/20,treatment
1553449,4/22/20,treatment
1557070,4/22/20,treatment
1545711,4/22/20,treatment
1552509,4/22/20,treatment
1543721,4/22/20,treatment
1548939,4/22/20,treatment
1535971,4/22/20,treatment
1549401,4/22/20,treatment
1557215,4/22/20,treatment
1533575,4/22/20,treatment
1554013,4/22/20,treatment
1555975,4/22/20,treatment
1536061,4/22/20,treatment
1534820,4/22/20,control
1535102,4/22/20,treatment
1540063,4/22/20,treatment
1549176,4/22/20,treatment
1556326,4/22/20,treatment
1534396,4/22/20,treatment
1534390,4/22/20,treatment
1546656,4/22/20,treatment
1532527,4/22/20,treatment
1544917,4/22/20,treatment
1553840,4/22/20,treatment
1556744,4/22/20,control
1544002,4/22/20,treatment
1536442,4/22/20,treatment
1545218,4/22/20,treatment
1535150,4/22/20,treatment
1536065,4/22/20,treatment
1556057,4/22/20,treatment
1554248,4/22/20,control
1534048,4/22/20,treatment
1548176,4/22/20,treatment
1544932,4/22/20,treatment
1538012,4/22/20,treatment
1538358,4/22/20,treatment
1553433,4/22/20,treatment
1553339,4/22/20,treatment
1531843,4/22/20,treatment
1550668,4/22/20,treatment
1550458,4/22/20,treatment
1554851,4/22/20,treatment
1546102,4/22/20,treatment
1545996,4/22/20,treatment
1540178,4/22/20,treatment
1551407,4/22/20,treatment
1532099,4/22/20,treatment
1557279,4/22/20,treatment
1541178,4/22/20,treatment
1537957,4/22/20,treatment
1534209,4/22/20,treatment
1537411,4/22/20,treatment
1535807,4/22/20,treatment
1543201,4/22/20,treatment
1552730,4/22/20,treatment
1535107,4/22/20,treatment
1549883,4/22/20,treatment
1547332,4/22/20,treatment
1550295,4/22/20,treatment
1552952,4/22/20,treatment
1556448,4/22/20,treatment
1542200,4/22/20,treatment
1554161,4/22/20,treatment
1542615,4/22/20,treatment
1540942,4/22/20,treatment
1545344,4/22/20,control
1531550,4/22/20,treatment
1552784,4/22/20,treatment
1545266,4/22/20,control
1552700,4/22/20,treatment
1549458,4/22/20,treatment
1540684,4/22/20,treatment
1532144,4/22/20,control
1539048,4/22/20,treatment
1543086,4/22/20,treatment
1531737,4/22/20,treatment
1535856,4/22/20,control
1538832,4/22/20,treatment
1538567,4/22/20,treatment
1540023,4/22/20,treatment
1540228,4/22/20,treatment
1538655,4/22/20,control
1531785,4/22/20,treatment
1536484,4/22/20,treatment
1542994,4/22/20,treatment
1555995,4/22/20,treatment
1549379,4/22/20,treatment
1543577,4/22/20,treatment
1556265,4/22/20,control
1556838,4/22/20,treatment
1540660,4/22/20,treatment
1540014,4/22/20,treatment
1535633,4/22/20,treatment
1537347,4/22/20,treatment
1543868,4/22/20,treatment
1550034,4/22/20,treatment
1539833,4/22/20,treatment
1540545,4/22/20,treatment
1539530,4/22/20,treatment
1543037,4/22/20,treatment
1532315,4/22/20,control
1537374,4/22/20,treatment
1538534,4/22/20,treatment
1552658,4/22/20,treatment
1551481,4/22/20,treatment
1536472,4/22/20,control
1554509,4/22/20,treatment
1553656,4/22/20,treatment
1532973,4/22/20,treatment
1545036,4/22/20,treatment
1545499,4/22/20,control
1543323,4/22/20,control
1535779,4/22/20,treatment
1548221,4/22/20,treatment
1535565,4/22/20,treatment
1539818,4/22/20,treatment
1541685,4/22/20,treatment
1545692,4/22/20,treatment
1544555,4/22/20,treatment
1537322,4/22/20,treatment
1545090,4/22/20,treatment
1534705,4/22/20,treatment
1552082,4/22/20,treatment
1533328,4/22/20,treatment
1553418,4/22/20,treatment
1539670,4/22/20,treatment
1534573,4/22/20,treatment
1550941,4/22/20,treatment
1547011,4/22/20,treatment
1536846,4/22/20,treatment
1536979,4/22/20,control
1532053,4/22/20,treatment
1537693,4/22/20,treatment
1549042,4/22/20,treatment
1549297,4/22/20,treatment
1539359,4/22/20,treatment
1552345,4/22/20,treatment
1543196,4/22/20,treatment
1557394,4/22/20,treatment
1537133,4/22/20,treatment
1548336,4/22/20,treatment
1534083,4/22/20,treatment
1533599,4/22/20,treatment
1546200,4/22/20,treatment
1540064,4/22/20,treatment
1548151,4/22/20,treatment
1554410,4/22/20,control
1535422,4/22/20,control
1551760,4/22/20,control
1542949,4/22/20,treatment
1551938,4/22/20,treatment
1539142,4/22/20,treatment
1543495,4/22/20,treatment
1555394,4/22/20,treatment
1538935,4/22/20,control
1537774,4/22/20,treatment
1555164,4/22/20,treatment
1554083,4/22/20,treatment
1540454,4/22/20,treatment
1548695,4/22/20,treatment
1545436,4/22/20,control
1534431,4/22/20,treatment
1549376,4/22/20,treatment
1542570,4/22/20,treatment
1555934,4/22/20,treatment
1553256,4/22/20,treatment
1533435,4/22/20,treatment
1543385,4/22/20,treatment
1544513,4/22/20,treatment
1550379,4/22/20,treatment
1537674,4/22/20,treatment
1550744,4/22/20,treatment
1536698,4/22/20,treatment
1548670,4/22/20,treatment
1537709,4/22/20,treatment
1539659,4/22/20,control
1552781,4/22/20,treatment
1532123,4/22/20,treatment
1532458,4/22/20,treatment
1549860,4/22/20,treatment
1533639,4/22/20,treatment
1556335,4/22/20,treatment
1536966,4/22/20,treatment
1535473,4/22/20,treatment
1549657,4/22/20,treatment
1553126,4/22/20,treatment
1540077,4/22/20,treatment
1537609,4/22/20,control
1532552,4/22/20,treatment
1545941,4/22/20,control
1544207,4/22/20,treatment
1545409,4/22/20,treatment
1538585,4/22/20,treatment
1540417,4/22/20,treatment
1549306,4/22/20,treatment
1554194,4/22/20,treatment
1545611,4/22/20,treatment
1540094,4/22/20,treatment
1551346,4/22/20,treatment
1554948,4/22/20,treatment
1556502,4/22/20,treatment
1541633,4/22/20,treatment
1535133,4/22/20,treatment
1552305,4/22/20,treatment
1544969,4/22/20,treatment
1532988,4/22/20,treatment
1533869,4/22/20,treatment
1535667,4/22/20,control
1546142,4/22/20,control
1550735,4/22/20,treatment
1532546,4/22/20,treatment
1545928,4/22/20,treatment
1550861,4/22/20,treatment
1548337,4/22/20,treatment
1545867,4/22/20,treatment
1535586,4/22/20,treatment
1555192,4/22/20,treatment
1545210,4/22/20,treatment
1557251,4/22/20,treatment
1556818,4/22/20,treatment
1536659,4/22/20,treatment
1548189,4/22/20,treatment
1550714,4/22/20,treatment
1538563,4/22/20,treatment
1547819,4/22/20,treatment
1553629,4/22/20,treatment
1533905,4/22/20,treatment
1532147,4/22/20,treatment
1554149,4/22/20,treatment
1553054,4/22/20,treatment
1554993,4/22/20,treatment
1534604,4/22/20,treatment
1543711,4/22/20,control
1542612,4/22/20,treatment
1537173,4/22/20,treatment
1549441,4/22/20,treatment
1539679,4/22/20,treatment
1535918,4/22/20,treatment
1535504,4/22/20,treatment
1539888,4/22/20,control
1556519,4/22/20,treatment
1544372,4/22/20,treatment
1544561,4/22/20,treatment
1539685,4/22/20,treatment
1536280,4/22/20,treatment
1542316,4/22/20,treatment
1554877,4/22/20,treatment
1550127,4/22/20,treatment
1547533,4/22/20,treatment
1540580,4/22/20,treatment
1540096,4/22/20,treatment
1546620,4/22/20,treatment
1547939,4/22/20,treatment
1533524,4/22/20,treatment
1533027,4/22/20,treatment
1554939,4/22/20,treatment
1549392,4/22/20,treatment
1545126,4/22/20,treatment
1532087,4/22/20,treatment
1550574,4/22/20,treatment
1549468,4/22/20,treatment
1536611,4/22/20,treatment
1556360,4/22/20,control
1550944,4/22/20,treatment
1546487,4/22/20,treatment
1547830,4/22/20,treatment
1547601,4/22/20,treatment
1554837,4/22/20,treatment
1545726,4/22/20,treatment
1540394,4/22/20,treatment
1539301,4/22/20,control
1547702,4/22/20,treatment
1543397,4/22/20,treatment
1549882,4/22/20,treatment
1540265,4/22/20,treatment
1547569,4/22/20,treatment
1536299,4/22/20,treatment
1531332,4/22/20,treatment
1544276,4/22/20,treatment
1533723,4/22/20,treatment
1551323,4/22/20,treatment
1547129,4/22/20,treatment
1551620,4/22/20,treatment
1533369,4/22/20,treatment
1548545,4/22/20,control
1547617,4/22/20,treatment
1548348,4/22/20,treatment
1557037,4/22/20,treatment
1535588,4/22/20,treatment
1540220,4/22/20,treatment
1532170,4/22/20,treatment
1539163,4/22/20,treatment
1556782,4/22/20,control
1533844,4/22/20,treatment
1554671,4/22/20,treatment
1548953,4/22/20,treatment
1550196,4/22/20,treatment
1544514,4/22/20,treatment
1549523,4/22/20,treatment
1544448,4/22/20,treatment
1547106,4/22/20,treatment
1542418,4/22/20,treatment
1554974,4/22/20,treatment
1533796,4/22/20,treatment
1552809,4/22/20,treatment
1554059,4/22/20,treatment
1552535,4/22/20,treatment
1536224,4/22/20,treatment
1536118,4/22/20,treatment
1536497,4/22/20,control
1549447,4/22/20,treatment
1535589,4/22/20,treatment
1552433,4/22/20,treatment
1540873,4/22/20,treatment
1541032,4/22/20,treatment
1546961,4/22/20,treatment
1550242,4/22/20,control
1555239,4/22/20,treatment
1537421,4/22/20,treatment
1550038,4/22/20,treatment
1546306,4/22/20,treatment
1536189,4/22/20,treatment
1556938,4/22/20,treatment
1548508,4/22/20,treatment
1536496,4/22/20,treatment
1549046,4/22/20,treatment
1548007,4/22/20,treatment
1555272,4/22/20,treatment
1553665,4/22/20,treatment
1534953,4/22/20,treatment
1550097,4/22/20,treatment
1544543,4/22/20,treatment
1552939,4/22/20,treatment
1535021,4/22/20,treatment
1556482,4/22/20,treatment
1534863,4/22/20,treatment
1541218,4/22/20,treatment
1540079,4/22/20,treatment
1551442,4/22/20,treatment
1532473,4/22/20,treatment
1553145,4/22/20,treatment
1547493,4/22/20,treatment
1531695,4/22/20,treatment
1537763,4/22/20,treatment
1537884,4/22/20,treatment
1555669,4/22/20,treatment
1531602,4/22/20,treatment
1533210,4/22/20,treatment
1555253,4/22/20,treatment
1531555,4/22/20,control
1533336,4/22/20,treatment
1552711,4/22/20,treatment
1546611,4/22/20,treatment
1553287,4/22/20,treatment
1553488,4/22/20,treatment
1546468,4/22/20,control
1532252,4/22/20,treatment
1534731,4/22/20,treatment
1533962,4/22/20,treatment
1533629,4/22/20,treatment
1546525,4/22/20,treatment
1552219,4/22/20,treatment
1534103,4/22/20,treatment
1553248,4/22/20,treatment
1549271,4/22/20,treatment
1549023,4/22/20,treatment
1532705,4/22/20,treatment
1547268,4/22/20,treatment
1552294,4/22/20,treatment
1538796,4/22/20,treatment
1549852,4/22/20,treatment
1543464,4/22/20,treatment
1546763,4/22/20,treatment
1554489,4/22/20,treatment
1533345,4/22/20,treatment
1555723,4/22/20,treatment
1556684,4/22/20,treatment
1534994,4/22/20,treatment
1535578,4/22/20,control
1557392,4/22/20,control
1549446,4/22/20,treatment
1548985,4/22/20,treatment
1537513,4/22/20,treatment
1555518,4/22/20,treatment
1556005,4/22/20,treatment
1549677,4/22/20,treatment
1549305,4/22/20,treatment
1542410,4/22/20,treatment
1531674,4/22/20,treatment
1557359,4/22/20,treatment
1531578,4/22/20,control
1537678,4/22/20,treatment
1541442,4/22/20,treatment
1533296,4/22/20,treatment
1540179,4/22/20,treatment
1531858,4/22/20,treatment
1539311,4/22/20,treatment
1551461,4/22/20,treatment
1547191,4/22/20,treatment
1545524,4/22/20,treatment
1539892,4/22/20,treatment
1548981,4/22/20,treatment
1550314,4/22/20,treatment
1556100,4/22/20,treatment
1551316,4/22/20,treatment
1540954,4/22/20,treatment
1552179,4/22/20,treatment
1548841,4/22/20,treatment
1535523,4/22/20,treatment
1545621,4/22/20,treatment
1545830,4/22/20,treatment
1547046,4/22/20,treatment
1534750,4/22/20,treatment
1556635,4/22/20,treatment
1541866,4/22/20,treatment
1544639,4/22/20,treatment
1553321,4/22/20,treatment
1556861,4/22/20,treatment
1548791,4/22/20,control
1545357,4/22/20,treatment
1532015,4/22/20,treatment
1540842,4/22/20,treatment
1536187,4/22/20,treatment
1545265,4/22/20,treatment
1544233,4/22/20,treatment
1549029,4/22/20,control
1542718,4/22/20,treatment
1551926,4/22/20,treatment
1531981,4/22/20,treatment
1548227,4/22/20,treatment
1542486,4/22/20,treatment
1546520,4/22/20,treatment
1539097,4/22/20,treatment
1542226,4/22/20,treatment
1537328,4/22/20,treatment
1536956,4/22/20,treatment
1544805,4/22/20,control
1533000,4/22/20,treatment
1534129,4/22/20,treatment
1556841,4/22/20,treatment
1546050,4/22/20,treatment
1540448,4/22/20,control
1551710,4/22/20,treatment
1550852,4/22/20,treatment
1552951,4/22/20,treatment
1547668,4/22/20,treatment
